No,Nama Tempat,Rating,Ulasan,Kategori Wisata,Lokasi,URL,latitude,longitude,No Klaster,Klaster OPTICS
70,Arion Mall,4.4,12639,Belanja,Jakarta Timur,https://www.google.com/maps/place/Arion+Mall/data=!4m7!3m6!1s0x2e69f4cc4c555581:0x2c3ea95ddd6b2533!8m2!3d-6.1940727!4d106.890204!16s%2Fg%2F11rcr9k2h!19sChIJgVVVTMz0aS4RMyVr3V2pPiw,-6.1940727,106.890204,7,Wisata Sangat Populer
71,At-Tin Great Mosque,4.7,12385,Religi,Jakarta Timur,https://www.google.com/maps/place/At-Tin+Great+Mosque/data=!4m7!3m6!1s0x2e69ed604e6e96f9:0xa88a2a04e7af5329!8m2!3d-6.2977165!4d106.8841412!16s%2Fg%2F11b6gq69lj!19sChIJ-ZZuTmDtaS4RKVOv5wQqiqg,-6.2977165,106.8841412,0,Wisata Cukup Populer
72,Sarinah,4.7,12338,Belanja,Jakarta Pusat,https://www.google.com/maps/place/Sarinah/data=!4m7!3m6!1s0x2e69f425e1c6c42d:0x3cac8e963b2e37f7!8m2!3d-6.1877521!4d106.8235864!16s%2Fg%2F122vlr4b!19sChIJLcTG4SX0aS4R9zcuO5aOrDw,-6.1877521,106.8235864,0,Wisata Cukup Populer
73,Kidzania Jakarta,4.6,12221,Rekreasi & Hiburan Modern,Jakarta Selatan,https://www.google.com/maps/place/Kidzania+Jakarta/data=!4m7!3m6!1s0x2e69f1510ffe98ed:0xc9aa1813b2c14c4c!8m2!3d-6.2250735!4d106.8097144!16s%2Fg%2F121xqmbm!19sChIJ7Zj-D1HxaS4RTEzBshMYqsk,-6.2250735,106.8097144,2,Wisata Berpotensi
74,Sunter Mall,4.5,11951,Belanja,Jakarta Utara,https://www.google.com/maps/place/Sunter+Mall/data=!4m7!3m6!1s0x2e69f57e387cd8a7:0x2eb4db22853e1cac!8m2!3d-6.137975!4d106.8708677!16s%2Fg%2F11f3tvl335!19sChIJp9h8OH71aS4RrBw-hSLbtC4,-6.137975,106.8708677,7,Wisata Sangat Populer
75,Masjid Cut Meutia,4.8,11913,Sejarah & Budaya,Jakarta Pusat,https://www.google.com/maps/place/Masjid+Cut+Meutia/data=!4m7!3m6!1s0x2e69f43a42499683:0x1f8ba3d1a48c4817!8m2!3d-6.1872687!4d106.8333041!16s%2Fm%2F0cnxydh!19sChIJg5ZJQjr0aS4RF0iMpNGjix8,-6.1872687,106.8333041,1,Wisata Populer
76,Pasar Pagi Mangga Dua,4.4,11796,Belanja,Jakarta Utara,https://www.google.com/maps/place/Pasar+Pagi+Mangga+Dua/data=!4m7!3m6!1s0x2e69f5902b2526c7:0xb8fb370ded0b3f63!8m2!3d-6.1360332!4d106.8223377!16s%2Fg%2F11bytshq1n!19sChIJxyYlK5D1aS4RYz8L7Q03-7g,-6.1360332,106.8223377,7,Wisata Sangat Populer
77,Museum MACAN,4.5,11713,Rekreasi & Hiburan Modern,Jakarta Barat,https://www.google.com/maps/place/Museum+MACAN/data=!4m7!3m6!1s0x2e69f71dafebfd57:0xf19623593db3f0f6!8m2!3d-6.1910394!4d106.7679649!16s%2Fg%2F11f4v4x9mf!19sChIJV_3rrx33aS4R9vCzPVkjlvE,-6.1910394,106.7679649,7,Wisata Sangat Populer
78,Museum Bank Indonesia,4.7,11347,Sejarah & Budaya,Jakarta Barat,https://www.google.com/maps/place/Museum+Bank+Indonesia/data=!4m7!3m6!1s0x2e69f601eb6b390f:0x6dd4776b240168a3!8m2!3d-6.1371066!4d106.8129846!16s%2Fg%2F112yfv12s!19sChIJDzlr6wH2aS4Ro2gBJGt31G0,-6.1371066,106.8129846,0,Wisata Cukup Populer
79,Ramlie Musofa Mosque,4.8,11344,Sejarah & Budaya,Jakarta Utara,https://www.google.com/maps/place/Ramlie+Musofa+Mosque/data=!4m7!3m6!1s0x2e69f570cdea6529:0x1b4883b8bedbee8e!8m2!3d-6.146146!4d106.8712495!16s%2Fg%2F11fhwkr4k0!19sChIJKWXqzXD1aS4Rju7bvriDSBs,-6.146146,106.8712495,1,Wisata Populer
80,Atlantis Water Adventures Ancol,4.5,11047,Rekreasi & Hiburan Modern,Jakarta Utara,https://www.google.com/maps/place/Atlantis+Water+Adventures+Ancol/data=!4m7!3m6!1s0x2e6a1e24afedbf49:0x2210b053f8603a6b!8m2!3d-6.1241975!4d106.8390964!16s%2Fg%2F11b6czc4_q!19sChIJSb_tryQeai4Razpg-FOwECI,-6.1241975,106.8390964,7,Wisata Sangat Populer
81,Cove at Batavia PIK,4.7,10984,Rekreasi & Hiburan Modern,Jakarta Utara,https://www.google.com/maps/place/P%C3%B2ba+Bar+%26+Grill+Restaurant/data=!4m7!3m6!1s0x2e6a1dac358fa431:0x8725942c62a70cf1!8m2!3d-6.0880645!4d106.7418136!16s%2Fg%2F11qgxyjrp5!19sChIJMaSPNawdai4R8QynYiyUJYc,-6.0880645,106.7418136,0,Wisata Cukup Populer
82,Senayan City Mall,4.7,10851,Belanja,Jakarta Pusat,https://www.google.com/maps/place/Senayan+City+Mall/data=!4m7!3m6!1s0x2e69f1485e476a65:0x300c043104acc004!8m2!3d-6.2271953!4d106.7970117!16zL20vMDlfMjlu!19sChIJZWpHXkjxaS4RBMCsBDEEDDA,-6.2271953,106.7970117,0,Wisata Cukup Populer
83,National Gallery of Indonesia,4.7,10696,Sejarah & Budaya,Jakarta Pusat,https://www.google.com/maps/place/National+Gallery+of+Indonesia/data=!4m7!3m6!1s0x2e69f432fb0c95a5:0x5a9cae96473931a8!8m2!3d-6.1782951!4d106.8325683!16s%2Fm%2F0qfpbqv!19sChIJpZUM-zL0aS4RqDE5R5aunFo,-6.1782951,106.8325683,0,Wisata Cukup Populer
84,Tribeca Park,4.8,10603,Alam & Ruang Terbuka,Jakarta Barat,https://www.google.com/maps/place/Tribeca+Park/data=!4m7!3m6!1s0x2e69f65f7b0f0739:0xf771f6dc512bd1a1!8m2!3d-6.1772515!4d106.7904697!16s%2Fg%2F11cs17j29b!19sChIJOQcPe1_2aS4RodErUdz2cfc,-6.1772515,106.7904697,1,Wisata Populer
85,Cijantung Mall,4.6,10506,Belanja,Jakarta Timur,https://www.google.com/maps/place/Cijantung+Mall/data=!4m7!3m6!1s0x2e69eda69607990b:0x8ad235b0fa732cad!8m2!3d-6.312566!4d106.8620154!16s%2Fg%2F11jn_jsq__!19sChIJC5kHlqbtaS4RrSxz-rA10oo,-6.312566,106.8620154,2,Wisata Berpotensi
86,Pasar Senen,4.5,10449,Belanja,Jakarta Pusat,https://www.google.com/maps/place/Pasar+Senen/data=!4m7!3m6!1s0x2e69f5b54c09c521:0xa0184f0ec38b8ce!8m2!3d-6.1748586!4d106.8429414!16s%2Fg%2F1q5bl1_8g!19sChIJIcUJTLX1aS4Rzrg47PCEAQo,-6.1748586,106.8429414,7,Wisata Sangat Populer
87,Arjuna Wijaya Statue,4.6,10437,Sejarah & Budaya,Jakarta Pusat,https://www.google.com/maps/place/Arjuna+Wijaya+Statue/data=!4m7!3m6!1s0x2e69f42b928d4a61:0x56ed17c8310b69bb!8m2!3d-6.1800296!4d106.8227781!16s%2Fg%2F11b6x_swt5!19sChIJYUqNkiv0aS4Ru2kLMcgX7VY,-6.1800296,106.8227781,2,Wisata Berpotensi
88,Monumen Pancasila Sakti,4.6,10249,Sejarah & Budaya,Jakarta Timur,https://www.google.com/maps/place/Monumen+Pancasila+Sakti/data=!4m7!3m6!1s0x2e69f2a53a134995:0xf5cbecf6f5649855!8m2!3d-6.2903068!4d106.9086044!16s%2Fg%2F121bwmw8!19sChIJlUkTOqXyaS4RVZhk9fbsy_U,-6.2903068,106.9086044,2,Wisata Berpotensi
89,Hutan Kota Srengseng,4.4,9967,Alam & Ruang Terbuka,Jakarta Barat,https://www.google.com/maps/place/Hutan+Kota+Srengseng/data=!4m7!3m6!1s0x2e69f72f3706b613:0x11aab933dc9527ac!8m2!3d-6.2106068!4d106.7645428!16s%2Fg%2F1hm6ll8n5!19sChIJE7YGNy_3aS4RrCeV3DO5qhE,-6.2106068,106.7645428,5,Wisata Standar
90,Taman Waduk Pluit,4.4,9427,Alam & Ruang Terbuka,Jakarta Utara,https://www.google.com/maps/place/Taman+Waduk+Pluit/data=!4m7!3m6!1s0x2e6a1dc06cff36a7:0xc94812c8a867e479!8m2!3d-6.1137292!4d106.7950497!16s%2Fg%2F11bzsh2ltd!19sChIJpzb_bMAdai4ReeRnqMgSSMk,-6.1137292,106.7950497,5,Wisata Standar
91,Blok M Square,4.4,9258,Belanja,Jakarta Selatan,https://www.google.com/maps/place/Blok+M+Square/data=!4m7!3m6!1s0x2e69f1ebfd6daa4d:0x8f10b22d03d7c9db!8m2!3d-6.244593!4d106.800649!16s%2Fm%2F04jnzbm!19sChIJTapt_evxaS4R28nXAy2yEI8,-6.244593,106.800649,5,Wisata Standar
92,Setiabudi One,4.6,9149,Belanja,Jakarta Selatan,https://www.google.com/maps/place/Setiabudi+One/data=!4m7!3m6!1s0x2e69f3f70540f90b:0xc88fe50dadb6c64!8m2!3d-6.2151499!4d106.8298937!16s%2Fg%2F11c5btjzbt!19sChIJC_lABffzaS4RZGzb2lD-iAw,-6.2151499,106.8298937,2,Wisata Berpotensi
93,Glodok Chinatown Market,4.4,9124,Belanja,Jakarta Barat,https://www.google.com/maps/place/Glodok+Chinatown+Market/data=!4m7!3m6!1s0x2e69f60794af519f:0xe79dcb4569eb7d7f!8m2!3d-6.1427907!4d106.8142058!16s%2Fg%2F1tdhpfr0!19sChIJn1GvlAf2aS4Rf33raUXLnec,-6.1427907,106.8142058,5,Wisata Standar
94,Pusat Grosir Asemka,4.3,8996,Belanja,Jakarta Barat,https://www.google.com/maps/place/Pusat+Grosir+Asemka/data=!4m7!3m6!1s0x2e69f717aa01b917:0xdfcd1e114f5f2589!8m2!3d-6.1403941!4d106.8120073!16s%2Fg%2F1hm2h6h2_!19sChIJF7kBqhf3aS4RiSVfTxEezd8,-6.1403941,106.8120073,6,Wisata Cukup Dikenal
95,Bopet Mini @Benhil,4.6,8977,Kuliner,Jakarta Pusat,https://www.google.com/maps/place/Bopet+Mini+@Benhil/data=!4m7!3m6!1s0x2e69f6a94b7e9819:0x2c4195c68590a8ed!8m2!3d-6.2152329!4d106.8148063!16s%2Fg%2F11dx99lc0l!19sChIJGZh-S6n2aS4R7aiQhcaVQSw,-6.2152329,106.8148063,2,Wisata Berpotensi
96,Rawa Bening Market - Jakarta Gems Centre,4.5,8906,Belanja,Jakarta Timur,https://www.google.com/maps/place/Rawa+Bening+Market+-+Jakarta+Gems+Centre/data=!4m7!3m6!1s0x2e69f4820274ed75:0x4a0791b950c7a4bc!8m2!3d-6.2158069!4d106.869995!16s%2Fg%2F1tdty5pm!19sChIJde10AoL0aS4RvKTHULmRB0o,-6.2158069,106.869995,3,Wisata Potensial
97,Bellagio Boutique Mall,4.3,8779,Belanja,Jakarta Selatan,https://www.google.com/maps/place/Bellagio+Boutique+Mall/data=!4m7!3m6!1s0x2e69f3e4ac2fa421:0x2de3d495cc84d79d!8m2!3d-6.2274442!4d106.8242229!16s%2Fg%2F1tj0yd7w!19sChIJIaQvrOTzaS4RndeEzJXU4y0,-6.2274442,106.8242229,6,Wisata Cukup Dikenal
98,Satriamandala Museum,4.6,8644,Sejarah & Budaya,Jakarta Selatan,https://www.google.com/maps/place/Satriamandala+Museum/data=!4m7!3m6!1s0x2e69f3e26d094b9f:0x729cef683bf31572!8m2!3d-6.2318286!4d106.8189439!16s%2Fm%2F0k0tdcz!19sChIJn0sJbeLzaS4RchXzO2jvnHI,-6.2318286,106.8189439,2,Wisata Berpotensi
99,Monumen Selamat Datang,4.7,8630,Sejarah & Budaya,Jakarta Pusat,https://www.google.com/maps/place/Selamat+Datang+Monument/data=!4m7!3m6!1s0x2e69f69fabaf5407:0x243d1c0d2c810c99!8m2!3d-6.1950051!4d106.8230439!16s%2Fm%2F0g9tpx8!19sChIJB1Svq5_2aS4RmQyBLA0cPSQ,-6.1950051,106.8230439,0,Wisata Cukup Populer
100,Balai Sarbini,4.6,8519,Rekreasi & Hiburan Modern,Jakarta Selatan,https://www.google.com/maps/place/Balai+Sarbini/data=!4m7!3m6!1s0x2e69f154fa8c5e67:0x4a8860a70aede1e3!8m2!3d-6.219664!4d106.8143624!16s%2Fm%2F0gyx5j1!19sChIJZ16M-lTxaS4R4-HtCqdgiEo,-6.219664,106.8143624,2,Wisata Berpotensi
101,Asemka Market,4.5,8510,Belanja,Jakarta Barat,https://www.google.com/maps/place/Asemka+Market/data=!4m7!3m6!1s0x2e69f6017bf0ff4d:0x7cb0a51e17a40f2a!8m2!3d-6.1389183!4d106.8119157!16s%2Fg%2F11gd_7s57y!19sChIJTf_wewH2aS4RKg-kFx6lsHw,-6.1389183,106.8119157,3,Wisata Potensial
102,Old Shanghai Sedayu City,4.6,8288,Rekreasi & Hiburan Modern,Jakarta Timur,https://www.google.com/maps/place/Old+Shanghai+Sedayu+City/data=!4m7!3m6!1s0x2e698b1948d73d77:0x50720084081abd71!8m2!3d-6.1651653!4d106.9242091!16s%2Fg%2F11rtd_rhry!19sChIJdz3XSBmLaS4Rcb0aCIQAclA,-6.1651653,106.9242091,2,Wisata Berpotensi
103,Pancong Rest Coffee,4.5,8213,Kuliner,Jakarta Timur,https://www.google.com/maps/place/Pancong+Rest+Coffee/data=!4m7!3m6!1s0x2e69f4aa10752929:0x3feb5052d75f8fa6!8m2!3d-6.2139543!4d106.9071292!16s%2Fg%2F11b7gwwdgz!19sChIJKSl1EKr0aS4Rpo9f11JQ6z8,-6.2139543,106.9071292,3,Wisata Potensial
104,Ajwad Resto,4.7,7941,Kuliner,Jakarta Timur,https://www.google.com/maps/place/Ajwad+Resto/data=!4m7!3m6!1s0x2e69f27ae4a51903:0xedd66600c385c86a!8m2!3d-6.289803!4d106.8559675!16s%2Fg%2F11bc9603yj!19sChIJAxml5HryaS4RasiFwwBm1u0,-6.289803,106.8559675,0,Wisata Cukup Populer
105,Bundaran HI,4.8,7935,Rekreasi & Hiburan Modern,Jakarta Utara,https://www.google.com/maps/place/Bundaran+HI/data=!4m7!3m6!1s0x2e69f5561518a139:0x2911f3a14f98eea7!8m2!3d-6.1949851!4d106.8230701!16s%2Fg%2F11tnwffkgz!19sChIJOaEYFVb1aS4Rp-6YT6HzESk,-6.1949851,106.8230701,1,Wisata Populer
106,Ancol Beach,4.7,7388,Alam & Ruang Terbuka,Jakarta Utara,https://www.google.com/maps/place/Ancol+Beach/data=!4m7!3m6!1s0x2e6a1f57b3df7469:0xfd6c6f0f8ab17e23!8m2!3d-6.1194215!4d106.8502435!16s%2Fg%2F11rstsmnn8!19sChIJaXTfs1cfai4RI36xig9vbP0,-6.1194215,106.8502435,0,Wisata Cukup Populer
107,Taman Proklamator,4.7,7379,Sejarah & Budaya,Jakarta Pusat,https://www.google.com/maps/place/Taman+Proklamator/data=!4m7!3m6!1s0x2e69f46c25499983:0x865de36846fb5edb!8m2!3d-6.2032463!4d106.846814!16s%2Fg%2F122dm0x9!19sChIJg5lJJWz0aS4R2177RmjjXYY,-6.2032463,106.846814,0,Wisata Cukup Populer
108,La Piazza,4.3,7362,Belanja,Jakarta Utara,https://www.google.com/maps/place/La+Piazza/data=!4m7!3m6!1s0x2e69f533d9c15951:0xa6a4a343bacb1fbe!8m2!3d-6.1592374!4d106.9071621!16s%2Fg%2F12151gxg!19sChIJUVnB2TP1aS4Rvh_LukOjpKY,-6.1592374,106.9071621,6,Wisata Cukup Dikenal
109,Roxy Square,4.2,7303,Belanja,Jakarta Barat,https://www.google.com/maps/place/Roxy+Square/data=!4m7!3m6!1s0x2e69f668a92a941f:0x78d98be79492db88!8m2!3d-6.166708!4d106.7994979!16s%2Fg%2F1td8njcr!19sChIJH5QqqWj2aS4RiNuSlOeL2Xg,-6.166708,106.7994979,6,Wisata Cukup Dikenal
110,LOTTE GROSIR KELAPA GADING,4.4,7179,Belanja,Jakarta Utara,https://www.google.com/maps/place/LOTTE+GROSIR+KELAPA+GADING/data=!4m7!3m6!1s0x2e69f5475effffff:0x4dbbec3dd4049413!8m2!3d-6.1540364!4d106.8953607!16s%2Fg%2F1tjph198!19sChIJ____Xkf1aS4RE5QE1D3su00,-6.1540364,106.8953607,5,Wisata Standar
111,Kampung Makan,4.4,7055,Kuliner,Jakarta Barat,https://www.google.com/maps/place/Kampung+Makan/data=!4m7!3m6!1s0x2e69f0b34acfdb09:0x4c17a705106763c1!8m2!3d-6.220061!4d106.7398176!16s%2Fg%2F1hf3zj2s_!19sChIJCdvPSrPwaS4RwWNnEAWnF0w,-6.220061,106.7398176,5,Wisata Standar
112,Teras Rumah Nenek,4.8,7004,Kuliner,Jakarta Timur,https://www.google.com/maps/place/Teras+Rumah+Nenek/data=!4m7!3m6!1s0x2e69ed302dffac99:0x5865ecdaf645cf7f!8m2!3d-6.3633346!4d106.8811137!16s%2Fg%2F11fj413nfy!19sChIJmaz_LTDtaS4Rf89F9trsZVg,-6.3633346,106.8811137,1,Wisata Populer
113,Saung kita susilo,4.6,6851,Kuliner,Jakarta Barat,https://www.google.com/maps/place/Saung+kita+susilo/data=!4m7!3m6!1s0x2e69f64287c8599d:0x2b605167fe501107!8m2!3d-6.1656539!4d106.7932107!16s%2Fg%2F11bw46bftz!19sChIJnVnIh0L2aS4RBxFQ_mdRYCs,-6.1656539,106.7932107,2,Wisata Berpotensi
114,Hutan Kota by Plataran,4.7,6827,Rekreasi & Hiburan Modern,Jakarta Pusat,https://www.google.com/maps/place/Hutan+Kota+by+Plataran/data=!4m7!3m6!1s0x2e69f1b4cbc5eab5:0x1484fba81f47e6d!8m2!3d-6.2220998!4d106.8067994!16s%2Fg%2F11j7yfpv3z!19sChIJterFy7TxaS4RbX70gbpPSAE,-6.2220998,106.8067994,0,Wisata Cukup Populer
115,Situ Lembang Park,4.6,6818,Alam & Ruang Terbuka,Jakarta Pusat,https://www.google.com/maps/place/Situ+Lembang+Park/data=!4m7!3m6!1s0x514107ef6417075:0xdf97f027bb9bcd42!8m2!3d-6.1977797!4d106.8346416!16s%2Fg%2F11bzq3fvt7!19sChIJdXBB9n4QFAURQs2buyfwl98,-6.1977797,106.8346416,2,Wisata Berpotensi
116,Allianz Eco Park,4.6,6776,Sejarah & Budaya,Jakarta Utara,https://www.google.com/maps/place/Allianz+Eco+Park/data=!4m7!3m6!1s0x2e6a1e1a241e3a9d:0x9ecf31ac76753a1a!8m2!3d-6.1258209!4d106.8380853!16s%2Fg%2F11bc7twhcf!19sChIJnToeJBoeai4RGjp1dqwxz54,-6.1258209,106.8380853,2,Wisata Berpotensi
117,Cattleya City Park,4.5,6640,Alam & Ruang Terbuka,Jakarta Barat,https://www.google.com/maps/place/Cattleya+City+Park/data=!4m7!3m6!1s0x2e69f68b3ee6be5d:0x9557708125db83f6!8m2!3d-6.1819063!4d106.7944073!16s%2Fg%2F11b7kkt0f2!19sChIJXb7mPov2aS4R9oPbJYFwV5U,-6.1819063,106.7944073,3,Wisata Potensial
118,Tugu Tani,4.5,6637,Sejarah & Budaya,Jakarta Pusat,https://www.google.com/maps/place/Tugu+Tani/data=!4m7!3m6!1s0x2e69f431375d796f:0x9ae7376b6201908!8m2!3d-6.183216!4d106.834975!16s%2Fm%2F0h7mfxn!19sChIJb3ldNzH0aS4RCBkgtnZzrgk,-6.183216,106.834975,3,Wisata Potensial
119,Al-Azhar Great Mosque,4.8,6592,Religi,Jakarta Selatan,https://www.google.com/maps/place/Al-Azhar+Great+Mosque/data=!4m7!3m6!1s0x2e69f141e9a9d2f3:0x2974690675d2098a!8m2!3d-6.2352105!4d106.7993291!16s%2Fg%2F121_c4cn!19sChIJ89Kp6UHxaS4RignSdQZpdCk,-6.2352105,106.7993291,1,Wisata Populer
120,Danau Sunter,4.6,6475,Alam & Ruang Terbuka,Jakarta Utara,https://www.google.com/maps/place/Danau+Sunter/data=!4m7!3m6!1s0x2e69f5e4d2c55853:0xaab57dc02f47940a!8m2!3d-6.1459804!4d106.8776772!16s%2Fg%2F11jdp1dd9f!19sChIJU1jF0uT1aS4RCpRHL8B9tao,-6.1459804,106.8776772,2,Wisata Berpotensi
121,MKG 1,4.7,6444,Belanja,Jakarta Utara,https://www.google.com/maps/place/MKG+1/data=!4m7!3m6!1s0x2e69f58b06c4feaf:0xbe697cd5c2d78e45!8m2!3d-6.1591032!4d106.9068567!16s%2Fg%2F11fd457zz2!19sChIJr_7EBov1aS4RRY7XwtV8ab4,-6.1591032,106.9068567,0,Wisata Cukup Populer
122,Cengkareng Market,4.3,6444,Belanja,Jakarta Barat,https://www.google.com/maps/place/Cengkareng+Market/data=!4m7!3m6!1s0x2e69f7f6da223895:0x5c25bac8313448e8!8m2!3d-6.151628!4d106.72867!16s%2Fg%2F11b6j760b3!19sChIJlTgi2vb3aS4R6Eg0Mci6JVw,-6.151628,106.72867,6,Wisata Cukup Dikenal
123,Kwetiaw Sapi 78 Mangga Besar,4.5,6407,Kuliner,Jakarta Barat,https://www.google.com/maps/place/Kwetiaw+Sapi+78+Mangga+Besar/data=!4m7!3m6!1s0x2e69f711210868ff:0xc56bcdc360da022d!8m2!3d-6.1489316!4d106.825426!16s%2Fg%2F1tfwgt4b!19sChIJ_2gIIRH3aS4RLQLaYMPNa8U,-6.1489316,106.825426,3,Wisata Potensial
124,Martha Tiahahu Literacy Park,4.6,6140,Alam & Ruang Terbuka,Jakarta Selatan,https://www.google.com/maps/place/Martha+Tiahahu+Literacy+Park/data=!4m7!3m6!1s0x2e69f16b8b5cbc63:0xcf6106d08b36f129!8m2!3d-6.2433125!4d106.798726!16s%2Fg%2F11bzym8k29!19sChIJY7xci2vxaS4RKfE2i9AGYc8,-6.2433125,106.798726,2,Wisata Berpotensi
125,Skyrink Jakarta - Mall Taman Anggrek,4.6,6077,Rekreasi & Hiburan Modern,Jakarta Barat,https://www.google.com/maps/place/Skyrink+Jakarta+-+Mall+Taman+Anggrek/data=!4m7!3m6!1s0x2e69f6f56ab6ef79:0xfc0b659d8cf1560b!8m2!3d-6.178996!4d106.791941!16s%2Fg%2F1ts2lyw6!19sChIJee-2avX2aS4RC1bxjJ1lC_w,-6.178996,106.791941,2,Wisata Berpotensi
126,Tonni plastik,4.4,6015,Belanja,Jakarta Pusat,https://www.google.com/maps/place/Tonni+plastik/data=!4m7!3m6!1s0x2e69f69d2d1f8eeb:0x6020021d05ae34ba!8m2!3d-6.1876335!4d106.8140567!16s%2Fg%2F11fzwh3m24!19sChIJ644fLZ32aS4RujSuBR0CIGA,-6.1876335,106.8140567,5,Wisata Standar
127,Taman Langsat,4.6,5959,Alam & Ruang Terbuka,Jakarta Selatan,https://www.google.com/maps/place/Taman+Langsat/data=!4m7!3m6!1s0x2e69f1133032c457:0xa967421005527fa3!8m2!3d-6.2440393!4d106.7929958!16s%2Fg%2F11bzypggx7!19sChIJV8QyMBPxaS4Ro39SBRBCZ6k,-6.2440393,106.7929958,2,Wisata Berpotensi
128,Taman Impian Jaya Ancol,4.6,5784,Sejarah & Budaya,Jakarta Utara,https://www.google.com/maps/place/Taman+Impian+Jaya+Ancol/data=!4m7!3m6!1s0x2e6a1e36f7d35d57:0x7185c13d06491a96!8m2!3d-6.1173332!4d106.8579951!16s%2Fg%2F11cjk2c8t1!19sChIJV13T9zYeai4RlhpJBj3BhXE,-6.1173332,106.8579951,2,Wisata Berpotensi
129,Taman Spathodea,4.6,5725,Alam & Ruang Terbuka,Jakarta Selatan,https://www.google.com/maps/place/Taman+Spathodea/data=!4m7!3m6!1s0x2e69eddc25029361:0x6f4dbaa2a1b356ac!8m2!3d-6.3222554!4d106.8236653!16s%2Fg%2F1yg58n64m!19sChIJYZMCJdztaS4RrFazoaK6TW8,-6.3222554,106.8236653,2,Wisata Berpotensi
130,Asinan Betawi H.Mansyur Kamboja,4.6,5662,Kuliner,Jakarta Timur,https://www.google.com/maps/place/Asinan+Betawi+H.Mansyur+Kamboja/data=!4m7!3m6!1s0x2e69f4ebdc24f66f:0x58bbc70d17bda185!8m2!3d-6.2008668!4d106.8849725!16s%2Fg%2F1tmwknhk!19sChIJb_Yk3Ov0aS4RhaG9Fw3Hu1g,-6.2008668,106.8849725,2,Wisata Berpotensi
131,Monumen Patung Dirgantara,4.5,5560,Sejarah & Budaya,Jakarta Selatan,https://www.google.com/maps/place/Monumen+Patung+Dirgantara/data=!4m7!3m6!1s0x2e69f3b8c45fea2f:0xb4262074ada0a439!8m2!3d-6.2430801!4d106.8435923!16s%2Fg%2F120t9thm!19sChIJL-pfxLjzaS4ROaSgrXQgJrQ,-6.2430801,106.8435923,3,Wisata Potensial
132,Pasar Seni Ancol,4.4,5491,Sejarah & Budaya,Jakarta Pusat,https://www.google.com/maps/place/Pasar+Seni+Ancol/data=!4m7!3m6!1s0x2e6a1e184ec2b8f3:0x8fd2a44632896350!8m2!3d-6.1264924!4d106.8389517!16s%2Fg%2F11f4v4yjc0!19sChIJ87jCThgeai4RUGOJMkak0o8,-6.1264924,106.8389517,5,Wisata Standar
133,Waroeng Sunda Restaurant Jakarta Kebon Jeruk,4.5,5452,Kuliner,Jakarta Barat,"https://www.google.com/maps/place/Waroeng+Sunda+Restaurant+Jakarta,+Kebon+Jeruk/data=!4m7!3m6!1s0x2e69f702ca5474d9:0x3dfeb94d32643aac!8m2!3d-6.187942!4d106.768904!16s%2Fg%2F11cmsvpdhc!19sChIJ2XRUygL3aS4RrDpkMk25_j0",-6.187942,106.768904,3,Wisata Potensial
134,PD Pasar Jaya New Market Metro Atom,4.4,5278,Belanja,Jakarta Pusat,https://www.google.com/maps/place/PD+Pasar+Jaya+New+Market+Metro+Atom/data=!4m7!3m6!1s0x2e69f5c47bc79181:0x6ef2b244ccfb446d!8m2!3d-6.1613695!4d106.8327021!16s%2Fg%2F1vvw_xmw!19sChIJgZHHe8T1aS4RbUT7zESy8m4,-6.1613695,106.8327021,5,Wisata Standar
135,Waduk Sunter Selatan,4.5,5267,Alam & Ruang Terbuka,Jakarta Utara,https://www.google.com/maps/place/Waduk+Sunter+Selatan/data=!4m7!3m6!1s0x2e69f59c328fc9ab:0x2176c6026ec054a3!8m2!3d-6.1455272!4d106.8813613!16s%2Fg%2F11c52nn5rl!19sChIJq8mPMpz1aS4Ro1TAbgLGdiE,-6.1455272,106.8813613,3,Wisata Potensial
136,Palmerah Market,4.2,5193,Belanja,Jakarta Pusat,https://www.google.com/maps/place/Palmerah+Market/data=!4m7!3m6!1s0x2e69f6c7df9c146f:0x6169cac1053f4888!8m2!3d-6.2081914!4d106.7959769!16s%2Fg%2F1tfd9l1p!19sChIJbxSc38f2aS4RiEg_BcHKaWE,-6.2081914,106.7959769,6,Wisata Cukup Dikenal
137,Fish Streat Tanjung Duren,4.3,5154,Kuliner,Jakarta Barat,https://www.google.com/maps/place/Fish+Streat+Tanjung+Duren/data=!4m7!3m6!1s0x2e69f659f2f60677:0x11c8b4dd85e6685b!8m2!3d-6.1730981!4d106.7847239!16s%2Fg%2F11c31sszw5!19sChIJdwb28ln2aS4RW2jmhd20yBE,-6.1730981,106.7847239,6,Wisata Cukup Dikenal
138,Wayang Museum,4.5,5110,Sejarah & Budaya,Jakarta Barat,https://www.google.com/maps/place/Wayang+Museum/data=!4m7!3m6!1s0x2e6a1dff48f259ff:0xfeb6bfd7e15db853!8m2!3d-6.1349287!4d106.8123108!16s%2Fm%2F09v3972!19sChIJ_1nySP8dai4RU7hd4de_tv4,-6.1349287,106.8123108,3,Wisata Potensial
